201511210000	250833
201511210005	240777
201511210010	229499
201511210015	217491
201511210020	207726
201511210025	197608
201511210030	189979
201511210035	180123
201511210040	172819
201511210045	165080
201511210050	157243
201511210055	150754
201511210100	145654
201511210105	139124
201511210110	134404
201511210115	128931
201511210120	124127
201511210125	119020
201511210130	115397
201511210135	111458
201511210140	106784
201511210145	101014
201511210150	97732
201511210155	94022
201511210200	91488
201511210205	91121
201511210210	88735
201511210215	85456
201511210220	81039
201511210225	78933
201511210230	77176
201511210235	74154
201511210240	72159
201511210245	71283
201511210250	69198
201511210255	67406
201511210300	65520
201511210305	66454
201511210310	65626
201511210315	64534
201511210320	62681
201511210325	60204
201511210330	59657
201511210335	57956
201511210340	57442
201511210345	56380
201511210350	54888
201511210355	52556
201511210400	54012
201511210405	55589
201511210410	54323
201511210415	52263
201511210420	51251
201511210425	50438
201511210430	51480
201511210435	52009
201511210440	51831
201511210445	49121
201511210450	49034
201511210455	47502
201511210500	49220
201511210505	49700
201511210510	50596
201511210515	50675
201511210520	48895
201511210525	49481
201511210530	50066
201511210535	50521
201511210540	51029
201511210545	52082
201511210550	52299
201511210555	52700
201511210600	55827
201511210605	57631
201511210610	58892
201511210615	60481
201511210620	62313
201511210625	63906
201511210630	66763
201511210635	68881
201511210640	71865
201511210645	74746
201511210650	79216
201511210655	83430
201511210700	91263
201511210705	98666
201511210710	104912
201511210715	111105
201511210720	117774
201511210725	126981
201511210730	135649
201511210735	147766
201511210740	158113
201511210745	169059
201511210750	182582
201511210755	195279
201511210800	211003
201511210805	236492
201511210810	255313
201511210815	270771
201511210820	285156
201511210825	302353
201511210830	320381
201511210835	337904
201511210840	354894
201511210845	373909
201511210850	387756
201511210855	403757
201511210900	420133
201511210905	438907
201511210910	458906
201511210915	480849
201511210920	493561
201511210925	506009
201511210930	517372
201511210935	532270
201511210940	536255
201511210945	548508
201511210950	560313
201511210955	571963
201511211000	579343
201511211005	592993
201511211010	603508
201511211015	609901
201511211020	612962
201511211025	618176
201511211030	623982
201511211035	632383
201511211040	635259
201511211045	639735
201511211050	645920
201511211055	641029
201511211100	635467
201511211105	646498
201511211110	648575
201511211115	646797
201511211120	636778
201511211125	647236
201511211130	639684
201511211135	635618
201511211140	628736
201511211145	625247
201511211150	621543
201511211155	612721
201511211200	597058
201511211205	593243
201511211210	591341
201511211215	590736
201511211220	587453
201511211225	594579
201511211230	599544
201511211235	612052
201511211240	605389
201511211245	617362
201511211250	620570
201511211255	629480
201511211300	634833
201511211305	647558
201511211310	652120
201511211315	659927
201511211320	656610
201511211325	669568
201511211330	679343
201511211335	676461
201511211340	677587
201511211345	677966
201511211350	672670
201511211355	672480
201511211400	701060
201511211405	711594
201511211415	711147
201511211410	715891
201511211420	712339
201511211425	714596
201511211430	719042
201511211440	719526
201511211445	715854
201511211450	710234
201511211455	697020
201511211500	694014
201511211505	698600
201511211510	695696
201511211520	701324
201511211525	694916
201511211530	694670
201511211535	703083
201511211540	709795
201511211545	708571
201511211550	708256
201511211435	716307
201511211555	707296
201511211600	730435
201511211605	732493
201511211610	730463
201511211615	725649
201511211620	719589
201511211625	722194
201511211630	713220
201511211515	697116
201511211635	716425
201511211640	711696
201511211645	709626
201511211650	690775
201511211655	681414
201511211700	667183
201511211705	659230
201511211710	653033
201511211715	652609
201511211720	646530
201511211725	638627
201511211730	624269
201511211735	618044
201511211740	614804
201511211745	610192
201511211750	608090
201511211755	606529
201511211800	619879
201511211805	634210
201511211810	636000
201511211815	637549
201511211820	639520
201511211825	644233
201511211830	649094
201511211835	656330
201511211840	662662
201511211845	668944
201511211850	680966
201511211855	689380
201511211900	694701
201511211905	696309
201511211910	694170
201511211915	696578
201511211920	694587
201511211925	701526
201511211930	706017
201511211935	710025
201511211940	704715
201511211945	700284
201511211950	704302
201511211955	722046
201511212000	717909
201511212005	715516
201511212010	712582
201511212015	710392
201511212020	706005
201511212025	696025
201511212030	683483
201511212035	681096
201511212040	671089
201511212045	660353
201511212050	660974
201511212055	666179
201511212100	668465
201511212105	665876
201511212110	648727
201511212115	639978
201511212120	630176
201511212125	616176
201511212130	604403
201511212135	595644
201511212140	580861
201511212145	567979
201511212150	552495
201511212155	552450
201511212200	554290
201511212205	545766
201511212210	532715
201511212215	514966
201511212220	506127
201511212225	492496
201511212230	482334
201511212235	474289
201511212240	457863
201511212245	447741
201511212250	432599
201511212255	411164
201511212300	399490
201511212305	386934
201511212310	372670
201511212315	359456
201511212320	346951
201511212325	332644
201511212330	321514
201511212335	312378
201511212340	297521
201511212345	283870
201511212350	272641
201511212355	262047
201511220000	257210
201511220005	245112
201511220010	234168
201511220015	223624
201511220020	217854
201511220025	209722
201511220030	201996
201511220035	191447
201511220040	184766
201511220045	173336
201511220050	167166
201511220055	161416
201511220100	155887
201511220105	152006
201511220110	153607
201511220115	154200
201511220120	153764
201511220125	145279
201511220130	132732
201511220135	123306
201511220140	116730
201511220145	110743
201511220150	104414
201511220155	99582
201511220200	97188
201511220205	101512
201511220210	102000
201511220215	95444
201511220220	88179
201511220225	85355
201511220230	82659
201511220235	80678
201511220240	77281
201511220245	75322
201511220250	73808
201511220255	71059
201511220300	69576
201511220305	70241
201511220310	71720
201511220315	67947
201511220320	64582
201511220325	63409
201511220330	61381
201511220335	59762
201511220340	59019
201511220345	57918
201511220350	56409
201511220355	53956
201511220400	54383
201511220405	55805
201511220410	55537
201511220415	53137
201511220420	52717
201511220425	51400
201511220430	52031
201511220435	52221
201511220440	51313
201511220445	50371
201511220450	47861
201511220455	47434
201511220500	49126
201511220505	50611
201511220510	51075
201511220515	49834
201511220520	49469
201511220525	48840
201511220530	49530
201511220535	50582
201511220540	50553
201511220545	50351
201511220550	51257
201511220555	50715
201511220600	52713
201511220605	54450
201511220610	56632
201511220615	56812
201511220620	57142
201511220625	59010
201511220630	60646
201511220635	64361
201511220640	65185
201511220645	69538
201511220650	73998
201511220655	76729
201511220700	82620
201511220705	89566
201511220710	96671
201511220715	101353
201511220720	107937
201511220725	116246
201511220730	125156
201511220735	136057
201511220740	144918
201511220745	153587
201511220750	165665
201511220755	178746
201511220800	190848
201511220805	209782
201511220810	225128
201511220815	239880
201511220820	252507
201511220825	269254
201511220830	285741
201511220835	298841
201511220840	313048
201511220845	332797
201511220850	348337
201511220855	364791
201511220900	380556
201511220905	400747
201511220910	416103
201511220915	431699
201511220920	444098
201511220925	459075
201511220930	472700
201511220935	487844
201511220940	498544
201511220945	515628
201511220950	527443
201511220955	552371
201511221000	578312
201511221005	592090
201511221010	597712
201511221015	601862
201511221020	604183
201511221025	607755
201511221030	611357
201511221035	613735
201511221040	618157
201511221045	622613
201511221050	627966
201511221055	628437
201511221100	622600
201511221105	627883
201511221110	631582
201511221115	629568
201511221120	625777
201511221125	626221
201511221130	624142
201511221135	622913
201511221140	612702
201511221145	613402
201511221150	607710
201511221155	606363
201511221200	594439
201511221205	595737
201511221210	596885
201511221215	597979
201511221220	594804
201511221225	600862
201511221230	604431
201511221235	609063
201511221240	610510
201511221245	618375
201511221250	624360
201511221255	629792
201511221300	632190
201511221305	644129
201511221310	646610
201511221315	648563
201511221320	646382
201511221325	659740
201511221330	673931
201511221335	676542
201511221340	678126
201511221345	682155
201511221350	681871
201511221355	681465
201511221400	682874
201511221405	693568
201511221415	697570
201511221420	687635
201511221425	695457
201511221430	692751
201511221435	690800
201511221440	683106
201511221445	693457
201511221450	697872
201511221455	694793
201511221500	690972
201511221410	696763
201511221505	700103
201511221510	698696
201511221515	699733
201511221520	691414
201511221525	695709
201511221530	696966
201511221535	698682
201511221540	691329
201511221545	689144
201511221550	689601
201511221555	682728
201511221600	681902
201511221605	684778
201511221610	685285
201511221615	683326
201511221620	673908
201511221625	675498
201511221630	667098
201511221635	666579
201511221640	663381
201511221645	654144
201511221650	648977
201511221655	643440
201511221700	636334
201511221705	635380
201511221710	624749
201511221715	615875
201511221720	603288
201511221725	604186
201511221730	593982
201511221735	588412
201511221740	576545
201511221745	580345
201511221750	572480
201511221755	573374
201511221800	575306
201511221805	577084
201511221810	577223
201511221815	580893
201511221820	582194
201511221825	584268
201511221830	587611
201511221835	591463
201511221840	591410
201511221845	598817
201511221850	609563
201511221855	614511
201511221900	615057
201511221905	624438
201511221910	627692
201511221915	629285
201511221920	623776
201511221925	634211
201511221930	633826
201511221935	633913
201511221940	626794
201511221945	616648
201511221950	607385
201511221955	601053
201511222000	604041
201511222005	606363
201511222010	603888
201511222015	610732
201511222020	608242
201511222025	606241
201511222030	595075
201511222035	593127
201511222040	588000
201511222045	581287
201511222050	570566
201511222055	562955
201511222100	552840
201511222105	546863
201511222110	538622
201511222115	536419
201511222120	522593
201511222125	520689
201511222130	516889
201511222135	507069
201511222140	497305
201511222145	493471
201511222150	478593
201511222155	472001
201511222200	461568
201511222205	454308
201511222210	441308
201511222215	429040
201511222220	413511
201511222225	403408
201511222230	389261
201511222235	375262
201511222240	368357
201511222245	362173
201511222250	343971
201511222255	328166
201511222300	310349
201511222305	300376
201511222310	288183
201511222315	275542
201511222320	261967
201511222325	248795
201511222330	235269
201511222335	225029
201511222340	214127
201511222345	203853
201511222350	194341
201511222355	185862
201511230000	181452
201511230005	172353
201511230010	163977
201511230015	156117
201511230020	148977
201511230025	141925
201511230030	136478
201511230035	130698
201511230040	122688
201511230045	116800
201511230050	112685
201511230055	107055
201511230100	102084
201511230105	98604
201511230110	96714
201511230115	92674
201511230120	86557
201511230125	84145
201511230130	81844
201511230135	79011
201511230140	76574
201511230145	72497
201511230150	70228
201511230155	66235
201511230200	65329
201511230205	65079
201511230210	64413
201511230215	60874
201511230220	57193
201511230225	55264
201511230230	54811
201511230235	53635
201511230240	51790
201511230245	51118
201511230250	49811
201511230255	47832
201511230300	47340
201511230305	48546
201511230310	47644
201511230315	46065
201511230320	44020
201511230325	43542
201511230330	42289
201511230335	41881
201511230340	40948
201511230345	40004
201511230350	39603
201511230355	38707
201511230400	39370
201511230405	41332
201511230410	42042
201511230415	39200
201511230420	37759
201511230425	37759
201511230430	38702
201511230435	38924
201511230440	38220
201511230445	37104
201511230450	35537
201511230455	33828
201511230500	36435
201511230505	38899
